timestamp,original,statuscode,mimetype,digest
20060716101240,http://www.millsberry.com:80/shop.phtml?shop_id=2&p=6,200,text/html,DPX3ISHBQC3PGKKKGRNOQGNK7IRAG2ZJ
20060720092022,http://www.millsberry.com:80/shop.phtml?shop_id=3&p=6,200,text/html,ST3ZZ7PFKDHLNTTWJJTVMN2BBMFDIKGN
20060716011534,http://www.millsberry.com:80/shop.phtml?shop_id=4&p=6,200,text/html,OAGPDZP7G4JVSIF2BXHFGLZ366TNSVQ3
20060902210713,http://www.millsberry.com:80/shop.phtml?shop_id=6&p=6,200,text/html,CWPTTQ736J5CIK343C5IQ5DYNRL4KZN4
20060715201127,http://www.millsberry.com:80/shop.phtml?shop_id=7&p=6,200,text/html,M4TAVMWV3YHHOPKI77ECC2XWP6HTKXWH
20060716012200,http://www.millsberry.com:80/shop.phtml?shop_id=1&sortby=9&p=7,200,text/html,E46PKA53OV56CEGL2IAWLLEVUNKMYLWG
20060720092035,http://www.millsberry.com:80/shop.phtml?shop_id=3&p=7,200,text/html,YC3CBA2WUESBHQTAGZQCEJTIVLNIQGYE
20060716011558,http://www.millsberry.com:80/shop.phtml?shop_id=4&p=7,200,text/html,VW2QXBIULQGYRIYUCZPPHLM6IKTUWRKX
20060903010116,http://www.millsberry.com:80/shop.phtml?shop_id=6&p=7,200,text/html,JYSJPV2JNJXDYQVGDI7EWZPYFSAM2DD6
20070116112120,http://millsberry.com:80/shop.phtml?shop_id=7&p=7,200,text/html,GUL5N3QQGTDQI5WDS7OXDNMTMI7LIRMJ
